Name,About
Meow Pow,"Meow Pow is an energetic, high-speed sports-ish game. With easy-to-understand controls and fluid, physics-driven movement, players dart around the arena as cats, slapping everything in sight. 1 - 4 players local matches, players can go up against the AI, friends, or both. (ﾉ*ФωФ)ﾉ ●--- ヽ(ΦωΦヽ)"
The Awakening,Enter the battle between four factions fighting to control the future of humanity.
Crypto Clicker,"Exactly what it sounds like, a clicker game based around crypto."
Star Tactics Redux,"Turn-based strategy game full of spacefleet battles. 30+ hours of gameplay, randomized battles, huge campaign with different ways of completion. Experience infinite tactical situations and outsmart the tricky AI using dozens of ships and special abilities."
Light Repair Team #4,"Light Repair Team #4 is a light-reflection puzzle game where you play as a light-pipe repair person. Figure out how to properly bounce, combine and split light so that you can return power to nearby buildings."
Last Man Standing,"The Ultimate BATTLE ROYALE! Sharpen your skills and kill everyone in your way as you hunt for guns, gear and glory in a massive battlefield where only ONE can be crowned the LAST MAN STANDING. Earn cash prizes in a monthly competitions,"
Power of Ten - Demo,"Demo for Power of Ten, a single star fighter trying to save as many civilians as possible before they are overrun by a marauder armada. You'll need to gather new weapons, upgrade your ship, find resources, trade with other ships and more to overcome the challenge before you."
The House [zebaxx],"You are an 18-year-old Spanish boy called Antonio who one day went shopping, and when he returned home he noticed things that were somewhat strange..."
Living Dolls Rebirth Alpha,Welcome in this fantasy Adult world. Enjoy and explore this world and its inhabitants freely! This open world for PC will blow your mind!
Virtual Foosball,Virtual Foosball is a funny foosball simulation for Windows. It includes a singleplayer and a multiplayer modus. You can design you own foosballtable layouts and play on different difficulty levels.
Moonrakers: Luminor,"A fully-cooperative game mode for the board game Moonrakers. Introducing a co-op game mode for 1-5 players where you'll adventure across a procedurally generated map, attempt multi-tiered narrative-driven contracts, build a ship, and face off against a Utopian Alliance General."
Pls Kill it.,"Use your FPS expertise and beat it!! The enemy AI in the game will follow the player's behavior and try to surpass you; please do your best to defeat it, it may perform beyond your expectations, and the rest will surpass you!"
"Tick, Tank, Boom","Tick, Tank, Boom is an arcade multiplayer-shooter where players fight each other in various game modes like free for all, domination or capture the flag. A large selection of tanks will give you everything you need to find your perfect playstyle to succeed on the battlefield."
Battle Arena VR,"Battle Arena VR is a multiplayer arena shooter, where you are automatically matched with opponents. Challenge yourself, challenge everyone in a deathmatch Battle Arena!"
Case Kovacs - Agent 228,"Case Kovacs - Agent 228 is a very short and intriguing mini game telling the story of Elizabeth Kovacs, the missing woman from the game NoseBound."
Super Helmets on Fire DX Ultra Edition Plus Alpha,"Super Helmets on Fire DX is a crazy side scrolling action platformer game, with lots of nods to old school games, mixed with hardcore runner gameplay and a pinch of RPG lite elements."
Blade Mistress,"Blade Mistress is a old school skilling and crafting styled game. Designed to require team work and a community of players who help each other to discover what has caused monsters to invade this world and fight as lovely ladies. Loot, kill and fight your way to the top."
Blake: The Visual Novel,"Graphic Novel meets Visual Novel in this story-rich, choice-driven thriller. Experience Blake’s journey as he encounters a clandestine nemesis, sparking a series of events that force him to choose between losing his sanity or rising to the challenge. Make the right decisions and save New Stone."
Dream Bright,"Dream Bright is an unique story-driven game that blends exploration, platforming and stealth into a short journey. Dive into the imagination of Lucy while she creates her own adventure."
The Robot Girl Meets The Human!,This is an adventure game that takes you on a journey through a world after humans have disappeared. Lead the robot girl 'Scarlet' to find the surviving humans.
Moo Moo Move,Enter an adorable world where you and your chubby steed are tasked with herding cows to safety. Gallop through beautifully hand crafted environments and a host of hazards in this relaxing casual arcade game!
Watermelon,"Watermelon is a clicker Game, in which you click a watermelon!"
Moi Moi Heroes,Moi Moi Heroes offers a wacky adventure on Moi Moi Island! Reach King Moi Moi's crown and return it to score. Become the ultimate 'Moi Moi Hero' in this uproarious adventure!
Kudamono Party,"Get ready for a fruit-fueled adventure! In this fast-paced puzzle game, launch and align fruits to rack up points and rise in the global ranks. With vivid graphics and engaging gameplay, it's a race against time to become the top fruit master. Dive in and challenge the world!"
Finger Fortress,We fused typing and strategy to provide you the best experience of a 1v1 typing game. Choose your race and lead your soldiers to break through the opponent fortress in the fingers of speed and wisdom!
ToyLand,Toyland is a world of abandoned and forgotten toys. Please help 'Hana' crash landing on this Toyland go back to the real world!!
Vanaris Tactics - Prologue,"Play the Prologue chapter of Vanaris Tactics. Lead a group of refugees looking for freedom outside the walls of Vanaris, and experience the first three battles and story of Vanaris Tactics."
Paper Wizards,an exciting fast-paced first person action game with bullet-hell mechanics that make you feel like a powerful wizard. You get to plan your approach and then test your skills in combat and platforming situations.
Swords & Crystals Online,"Delve into a vast, magical medieval open world. This top-down MMORPG invites you to fight other players, battle epic bosses and to master various skills. Level up, complete quests, solve puzzles and gear up to attain glory and prestige by dominating leaderboards and earning achievements!"
Casino Island Simulator: Prologue,"Run your own casino in the Prologue. Purchase new gambling games, take payments, hire employees, and expand and design your casino. Enjoy slots, blackjack, roulette, poker, baccarat, craps, and more..."
High School Otome,"Sabrina is your average teenager. However she has a troubled relationship with her grandmother, who is her only family guardian after her parents died in a car accident. Things only get worse when Sabrina hears the devastating news that her Grandmother has cancer."
